customer_id,name,email,tier,signup_date,country
CUST-00086,Customer 86,customer86@example.com,standard,2025-06-01,US
CUST-00087,Customer 87,customer87@example.com,standard,2025-07-24,US
CUST-00088,Customer 88,customer88@example.com,standard,2022-12-17,US
CUST-00089,Customer 89,customer89@example.com,premium,2024-12-29,CA
CUST-00090,Customer 90,customer90@example.com,standard,2023-05-17,US
CUST-00091,Customer 91,customer91@example.com,standard,2022-12-01,CA
CUST-00092,Customer 92,customer92@example.com,standard,2024-08-04,US
CUST-00093,Customer 93,customer93@example.com,standard,2024-02-17,US
CUST-00094,Customer 94,customer94@example.com,standard,2023-07-07,US
CUST-00095,Customer 95,customer95@example.com,standard,2025-08-03,US
CUST-00096,Customer 96,customer96@example.com,standard,2025-11-10,US
CUST-00097,Customer 97,customer97@example.com,standard,2025-02-14,US
CUST-00098,Customer 98,customer98@example.com,standard,2023-03-26,US
CUST-00099,Customer 99,customer99@example.com,standard,2025-11-03,US
CUST-00100,Customer 100,customer100@example.com,standard,2023-10-27,US
CUST-00101,Customer 101,customer101@example.com,standard,2022-04-25,US
CUST-00102,Customer 102,customer102@example.com,standard,2023-04-15,CA
CUST-00103,Customer 103,customer103@example.com,standard,2022-03-07,US
CUST-00104,Customer 104,customer104@example.com,standard,2023-10-09,CA
CUST-00105,Customer 105,customer105@example.com,premium,2024-04-01,CA
CUST-00106,Customer 106,customer106@example.com,standard,2023-07-03,US
CUST-00107,Customer 107,customer107@example.com,standard,2022-05-16,US
CUST-00108,Customer 108,customer108@example.com,standard,2023-03-09,US
CUST-00109,Customer 109,customer109@example.com,standard,2025-03-07,US
CUST-00110,Customer 110,customer110@example.com,standard,2023-10-07,US
CUST-00111,Customer 111,customer111@example.com,standard,2023-03-12,US
CUST-00112,Customer 112,customer112@example.com,standard,2025-09-04,US
CUST-00113,Customer 113,customer113@example.com,premium,2024-10-19,US
CUST-00114,Customer 114,customer114@example.com,standard,2024-03-21,US
CUST-00115,Customer 115,customer115@example.com,standard,2025-08-09,US
CUST-00116,Customer 116,customer116@example.com,premium,2024-07-28,US
CUST-00117,Customer 117,customer117@example.com,standard,2022-10-20,US
CUST-00118,Customer 118,customer118@example.com,standard,2023-06-27,US
CUST-00119,Customer 119,customer119@example.com,premium,2022-10-13,US
CUST-00120,Customer 120,customer120@example.com,standard,2023-05-21,US
CUST-00121,Customer 121,customer121@example.com,standard,2025-02-23,US
CUST-00122,Customer 122,customer122@example.com,premium,2025-01-08,CA
CUST-00123,Customer 123,customer123@example.com,standard,2023-06-23,US
CUST-00124,Customer 124,customer124@example.com,standard,2025-04-12,US
CUST-00125,Customer 125,customer125@example.com,standard,2024-05-27,US
CUST-00126,Customer 126,customer126@example.com,standard,2025-04-10,US
CUST-00127,Customer 127,customer127@example.com,standard,2024-03-28,US
CUST-00128,Customer 128,customer128@example.com,premium,2024-01-12,US
CUST-00129,Customer 129,customer129@example.com,standard,2023-03-26,US
CUST-00130,Customer 130,customer130@example.com,standard,2022-10-11,US
CUST-00131,Customer 131,customer131@example.com,standard,2024-11-09,US
CUST-00132,Customer 132,customer132@example.com,standard,2024-10-07,US
CUST-00133,Customer 133,customer133@example.com,standard,2022-07-06,US
CUST-00134,Customer 134,customer134@example.com,standard,2022-04-07,US
CUST-00135,Customer 135,customer135@example.com,premium,2022-08-13,US
CUST-00136,Customer 136,customer136@example.com,standard,2022-11-10,US
CUST-00137,Customer 137,customer137@example.com,standard,2025-07-09,US
CUST-00138,Customer 138,customer138@example.com,standard,2022-11-24,US
CUST-00139,Customer 139,customer139@example.com,standard,2025-10-25,US
CUST-00140,Customer 140,customer140@example.com,premium,2024-05-14,US
CUST-00141,Customer 141,customer141@example.com,premium,2025-05-06,US
CUST-00142,Customer 142,customer142@example.com,standard,2022-05-11,US
CUST-00143,Customer 143,customer143@example.com,standard,2024-02-28,US
CUST-00144,Customer 144,customer144@example.com,standard,2024-02-21,US
CUST-00145,Customer 145,customer145@example.com,standard,2025-05-05,US
CUST-00146,Customer 146,customer146@example.com,standard,2024-08-16,US
CUST-00147,Customer 147,customer147@example.com,standard,2024-12-19,US
CUST-00148,Customer 148,customer148@example.com,standard,2023-05-30,US
CUST-00149,Customer 149,customer149@example.com,standard,2025-02-07,US
CUST-00150,Customer 150,customer150@example.com,standard,2022-01-24,US
CUST-00151,Customer 151,customer151@example.com,premium,2025-10-25,US
CUST-00152,Customer 152,customer152@example.com,standard,2022-08-23,US
CUST-00153,Customer 153,customer153@example.com,standard,2025-10-28,US
CUST-00154,Customer 154,customer154@example.com,standard,2025-01-04,US
CUST-00155,Customer 155,customer155@example.com,premium,2023-07-01,US
CUST-00156,Customer 156,customer156@example.com,standard,2025-08-05,US
CUST-00157,Customer 157,customer157@example.com,standard,2023-11-28,US
CUST-00158,Customer 158,customer158@example.com,standard,2022-08-17,US
CUST-00159,Customer 159,customer159@example.com,standard,2023-08-25,US
CUST-00160,Customer 160,customer160@example.com,standard,2024-06-09,US
CUST-00161,Customer 161,customer161@example.com,standard,2022-11-20,US
CUST-00162,Customer 162,customer162@example.com,standard,2024-07-18,US
CUST-00163,Customer 163,customer163@example.com,standard,2022-01-07,US
CUST-00164,Customer 164,customer164@example.com,standard,2023-06-24,US
CUST-00165,Customer 165,customer165@example.com,standard,2024-10-22,US
CUST-00166,Customer 166,customer166@example.com,premium,2023-01-01,US
CUST-00167,Customer 167,customer167@example.com,standard,2024-11-05,US
CUST-00168,Customer 168,customer168@example.com,standard,2022-08-06,US
CUST-00169,Customer 169,customer169@example.com,standard,2025-07-04,US
CUST-00170,Customer 170,customer170@example.com,standard,2023-09-04,US
CUST-00171,Customer 171,customer171@example.com,standard,2025-08-01,US
CUST-00172,Customer 172,customer172@example.com,standard,2024-11-05,CA
CUST-00173,Customer 173,customer173@example.com,standard,2025-06-01,US
CUST-00174,Customer 174,customer174@example.com,standard,2023-02-12,US
CUST-00175,Customer 175,customer175@example.com,standard,2022-11-10,US
CUST-00176,Customer 176,customer176@example.com,standard,2024-02-05,US
CUST-00177,Customer 177,customer177@example.com,standard,2022-11-27,US
CUST-00178,Customer 178,customer178@example.com,standard,2025-01-09,US
CUST-00179,Customer 179,customer179@example.com,premium,2024-12-22,US
CUST-00180,Customer 180,customer180@example.com,standard,2022-01-02,US
CUST-00181,Customer 181,customer181@example.com,standard,2025-05-11,CA
CUST-00182,Customer 182,customer182@example.com,standard,2023-10-26,US
CUST-00183,Customer 183,customer183@example.com,premium,2024-09-27,US
CUST-00184,Customer 184,customer184@example.com,premium,2022-02-09,CA
CUST-00185,Customer 185,customer185@example.com,standard,2022-08-18,US
CUST-00186,Customer 186,customer186@example.com,standard,2024-01-14,CA
CUST-00187,Customer 187,customer187@example.com,standard,2023-09-22,US
CUST-00188,Customer 188,customer188@example.com,standard,2023-05-06,US
CUST-00189,Customer 189,customer189@example.com,standard,2022-04-29,US
CUST-00190,Customer 190,customer190@example.com,standard,2023-05-09,US
CUST-00191,Customer 191,customer191@example.com,standard,2025-03-07,US
CUST-00192,Customer 192,customer192@example.com,premium,2022-06-11,US
CUST-00193,Customer 193,customer193@example.com,premium,2022-06-25,US
CUST-00194,Customer 194,customer194@example.com,standard,2024-09-22,US
CUST-00195,Customer 195,customer195@example.com,standard,2022-05-22,US
CUST-00196,Customer 196,customer196@example.com,standard,2024-12-26,US
CUST-00197,Customer 197,customer197@example.com,standard,2022-09-15,CA
CUST-00198,Customer 198,customer198@example.com,premium,2022-09-20,CA
CUST-00199,Customer 199,customer199@example.com,premium,2025-09-13,US
CUST-00200,Customer 200,customer200@example.com,standard,2024-08-31,US
CUST-00201,Customer 201,customer201@example.com,standard,2025-01-30,US
CUST-00202,Customer 202,customer202@example.com,standard,2022-12-05,US
CUST-00203,Customer 203,customer203@example.com,standard,2023-06-27,US
CUST-00204,Customer 204,customer204@example.com,premium,2024-12-16,US
CUST-00205,Customer 205,customer205@example.com,standard,2025-05-27,US
CUST-00206,Customer 206,customer206@example.com,standard,2024-05-16,US
CUST-00207,Customer 207,customer207@example.com,standard,2023-03-10,US
CUST-00208,Customer 208,customer208@example.com,standard,2025-01-09,US
CUST-00209,Customer 209,customer209@example.com,standard,2025-11-13,US
CUST-00210,Customer 210,customer210@example.com,standard,2023-02-16,CA
CUST-00211,Customer 211,customer211@example.com,standard,2023-10-01,US
CUST-00212,Customer 212,customer212@example.com,standard,2024-03-28,US
CUST-00213,Customer 213,customer213@example.com,standard,2025-10-07,US
CUST-00214,Customer 214,customer214@example.com,standard,2025-08-23,US
CUST-00215,Customer 215,customer215@example.com,standard,2024-02-04,US
CUST-00216,Customer 216,customer216@example.com,standard,2024-06-16,US
CUST-00217,Customer 217,customer217@example.com,standard,2024-11-25,US
CUST-00218,Customer 218,customer218@example.com,standard,2024-07-13,US
CUST-00219,Customer 219,customer219@example.com,standard,2022-09-05,US
CUST-00220,Customer 220,customer220@example.com,premium,2023-05-23,US
CUST-00221,Customer 221,customer221@example.com,standard,2023-04-06,CA
CUST-00222,Customer 222,customer222@example.com,standard,2022-05-12,US
CUST-00223,Customer 223,customer223@example.com,standard,2023-11-24,US
CUST-00224,Customer 224,customer224@example.com,standard,2022-02-13,CA
CUST-00225,Customer 225,customer225@example.com,standard,2025-04-19,US
CUST-00226,Customer 226,customer226@example.com,standard,2025-02-08,US
CUST-00227,Customer 227,customer227@example.com,premium,2023-04-17,US
CUST-00228,Customer 228,customer228@example.com,standard,2025-04-20,US
CUST-00229,Customer 229,customer229@example.com,premium,2023-03-28,CA
CUST-00230,Customer 230,customer230@example.com,standard,2022-01-15,US
CUST-00231,Customer 231,customer231@example.com,standard,2022-05-26,US
CUST-00232,Customer 232,customer232@example.com,standard,2025-12-20,US
CUST-00233,Customer 233,customer233@example.com,standard,2025-07-16,US
CUST-00234,Customer 234,customer234@example.com,standard,2022-05-01,US
CUST-00235,Customer 235,customer235@example.com,standard,2023-04-14,US
CUST-00236,Customer 236,customer236@example.com,standard,2022-05-19,US
CUST-00237,Customer 237,customer237@example.com,standard,2022-03-06,US
CUST-00238,Customer 238,customer238@example.com,standard,2023-11-08,US
CUST-00239,Customer 239,customer239@example.com,standard,2022-05-26,CA
CUST-00240,Customer 240,customer240@example.com,standard,2024-11-18,US
CUST-00241,Customer 241,customer241@example.com,premium,2023-05-03,US
CUST-00242,Customer 242,customer242@example.com,premium,2023-07-25,US
CUST-00243,Customer 243,customer243@example.com,premium,2025-10-02,US
CUST-00244,Customer 244,customer244@example.com,standard,2024-09-21,US
CUST-00245,Customer 245,customer245@example.com,standard,2023-03-15,US
CUST-00246,Customer 246,customer246@example.com,premium,2025-01-09,US
CUST-00247,Customer 247,customer247@example.com,standard,2022-09-28,US
CUST-00248,Customer 248,customer248@example.com,premium,2025-03-15,US
CUST-00249,Customer 249,customer249@example.com,premium,2025-03-26,CA
CUST-00250,Customer 250,customer250@example.com,premium,2024-08-26,US
CUST-00251,Customer 251,customer251@example.com,standard,2023-05-13,US
CUST-00252,Customer 252,customer252@example.com,standard,2024-08-26,US
CUST-00253,Customer 253,customer253@example.com,premium,2024-04-13,US
CUST-00254,Customer 254,customer254@example.com,standard,2023-01-25,US
CUST-00255,Customer 255,customer255@example.com,standard,2022-07-13,US
CUST-00256,Customer 256,customer256@example.com,standard,2022-07-18,US
CUST-00257,Customer 257,customer257@example.com,premium,2025-09-11,US
CUST-00258,Customer 258,customer258@example.com,standard,2024-06-01,US
CUST-00259,Customer 259,customer259@example.com,standard,2023-12-27,US
CUST-00260,Customer 260,customer260@example.com,standard,2024-05-17,US
CUST-00261,Customer 261,customer261@example.com,standard,2024-04-21,US
CUST-00262,Customer 262,customer262@example.com,premium,2024-08-14,US
CUST-00263,Customer 263,customer263@example.com,standard,2022-04-21,US
CUST-00264,Customer 264,customer264@example.com,standard,2025-10-11,US
CUST-00265,Customer 265,customer265@example.com,premium,2025-08-31,US
CUST-00266,Customer 266,customer266@example.com,standard,2025-08-16,US
CUST-00267,Customer 267,customer267@example.com,standard,2022-07-21,US
CUST-00268,Customer 268,customer268@example.com,standard,2022-05-05,US
CUST-00269,Customer 269,customer269@example.com,standard,2024-04-04,US
CUST-00270,Customer 270,customer270@example.com,standard,2023-11-26,US
CUST-00271,Customer 271,customer271@example.com,standard,2022-08-12,US
CUST-00272,Customer 272,customer272@example.com,standard,2023-05-25,US
CUST-00273,Customer 273,customer273@example.com,premium,2023-01-28,US
CUST-00274,Customer 274,customer274@example.com,premium,2023-01-25,US
CUST-00275,Customer 275,customer275@example.com,standard,2025-01-03,US
CUST-00276,Customer 276,customer276@example.com,standard,2024-07-07,US
CUST-00277,Customer 277,customer277@example.com,standard,2022-10-15,US
CUST-00278,Customer 278,customer278@example.com,standard,2024-05-14,CA
CUST-00279,Customer 279,customer279@example.com,standard,2023-01-11,US
CUST-00280,Customer 280,customer280@example.com,standard,2023-07-25,US
CUST-00281,Customer 281,customer281@example.com,premium,2024-08-05,US
CUST-00282,Customer 282,customer282@example.com,standard,2023-05-27,US
CUST-00283,Customer 283,customer283@example.com,standard,2022-06-04,US
CUST-00284,Customer 284,customer284@example.com,standard,2024-06-26,US
CUST-00285,Customer 285,customer285@example.com,standard,2025-02-01,US
CUST-00286,Customer 286,customer286@example.com,standard,2022-07-20,US
CUST-00287,Customer 287,customer287@example.com,standard,2022-04-14,US
CUST-00288,Customer 288,customer288@example.com,standard,2025-08-28,US
CUST-00289,Customer 289,customer289@example.com,standard,2025-01-12,US
CUST-00290,Customer 290,customer290@example.com,standard,2022-01-31,US
CUST-00291,Customer 291,customer291@example.com,standard,2022-07-11,US
CUST-00292,Customer 292,customer292@example.com,standard,2023-04-30,US
CUST-00293,Customer 293,customer293@example.com,premium,2022-12-07,US
CUST-00294,Customer 294,customer294@example.com,standard,2024-04-12,US
CUST-00295,Customer 295,customer295@example.com,standard,2024-09-21,US
CUST-00296,Customer 296,customer296@example.com,standard,2024-09-12,US
CUST-00297,Customer 297,customer297@example.com,standard,2023-03-14,US
CUST-00298,Customer 298,customer298@example.com,standard,2024-04-01,US
CUST-00299,Customer 299,customer299@example.com,standard,2022-05-01,US
CUST-00300,Customer 300,customer300@example.com,standard,2022-12-04,US
CUST-00301,Customer 301,customer301@example.com,standard,2024-02-16,US
CUST-00302,Customer 302,customer302@example.com,standard,2022-01-05,CA
CUST-00303,Customer 303,customer303@example.com,standard,2024-03-10,US
CUST-00304,Customer 304,customer304@example.com,standard,2023-06-28,US
CUST-00305,Customer 305,customer305@example.com,standard,2024-07-20,US
CUST-00306,Customer 306,customer306@example.com,premium,2023-08-08,US
CUST-00307,Customer 307,customer307@example.com,standard,2024-05-16,US
CUST-00308,Customer 308,customer308@example.com,standard,2025-11-27,US
CUST-00309,Customer 309,customer309@example.com,standard,2025-02-12,US
CUST-00310,Customer 310,customer310@example.com,standard,2025-09-17,US
CUST-00311,Customer 311,customer311@example.com,standard,2024-09-23,US
CUST-00312,Customer 312,customer312@example.com,standard,2022-11-14,US
CUST-00313,Customer 313,customer313@example.com,standard,2023-01-24,US
CUST-00314,Customer 314,customer314@example.com,premium,2023-08-31,US
CUST-00315,Customer 315,customer315@example.com,premium,2023-03-22,US
CUST-00316,Customer 316,customer316@example.com,standard,2022-04-30,US
CUST-00317,Customer 317,customer317@example.com,standard,2025-04-01,US
CUST-00318,Customer 318,customer318@example.com,standard,2025-01-15,US
CUST-00319,Customer 319,customer319@example.com,standard,2022-05-05,US
CUST-00320,Customer 320,customer320@example.com,standard,2023-10-05,US
CUST-00321,Customer 321,customer321@example.com,standard,2022-04-28,US
CUST-00322,Customer 322,customer322@example.com,standard,2022-04-13,US
CUST-00323,Customer 323,customer323@example.com,standard,2025-04-11,US
CUST-00324,Customer 324,customer324@example.com,standard,2024-09-03,US
CUST-00325,Customer 325,customer325@example.com,premium,2024-10-26,CA
CUST-00326,Customer 326,customer326@example.com,standard,2024-12-23,US
CUST-00327,Customer 327,customer327@example.com,standard,2022-11-19,US
CUST-00328,Customer 328,customer328@example.com,standard,2022-04-27,US
CUST-00329,Customer 329,customer329@example.com,standard,2024-11-06,US
CUST-00330,Customer 330,customer330@example.com,standard,2022-06-14,US
CUST-00331,Customer 331,customer331@example.com,standard,2023-01-16,US
CUST-00332,Customer 332,customer332@example.com,standard,2022-05-21,US
CUST-00333,Customer 333,customer333@example.com,standard,2025-05-03,US
CUST-00334,Customer 334,customer334@example.com,standard,2022-05-20,CA
CUST-00335,Customer 335,customer335@example.com,standard,2025-10-14,CA
CUST-00336,Customer 336,customer336@example.com,standard,2023-04-27,US
CUST-00337,Customer 337,customer337@example.com,premium,2024-04-06,US
CUST-00338,Customer 338,customer338@example.com,standard,2022-09-03,US
CUST-00339,Customer 339,customer339@example.com,standard,2025-03-12,US
CUST-00340,Customer 340,customer340@example.com,standard,2023-05-20,US
CUST-00341,Customer 341,customer341@example.com,standard,2025-03-31,US
CUST-00342,Customer 342,customer342@example.com,standard,2025-05-02,US
CUST-00343,Customer 343,customer343@example.com,standard,2022-03-23,US
CUST-00344,Customer 344,customer344@example.com,standard,2025-06-22,US
CUST-00345,Customer 345,customer345@example.com,standard,2022-06-17,US
CUST-00346,Customer 346,customer346@example.com,standard,2024-05-08,US
CUST-00347,Customer 347,customer347@example.com,standard,2025-09-08,US
CUST-00348,Customer 348,customer348@example.com,standard,2025-04-10,US
CUST-00349,Customer 349,customer349@example.com,standard,2025-03-03,CA
CUST-00350,Customer 350,customer350@example.com,standard,2024-12-06,US
CUST-00351,Customer 351,customer351@example.com,standard,2023-10-10,US
CUST-00352,Customer 352,customer352@example.com,premium,2023-06-19,US
CUST-00353,Customer 353,customer353@example.com,standard,2023-02-23,US
CUST-00354,Customer 354,customer354@example.com,standard,2025-10-03,US
CUST-00355,Customer 355,customer355@example.com,standard,2023-10-06,US
CUST-00356,Customer 356,customer356@example.com,standard,2023-05-04,US
CUST-00357,Customer 357,customer357@example.com,standard,2023-06-28,CA
CUST-00358,Customer 358,customer358@example.com,standard,2024-03-21,US
CUST-00359,Customer 359,customer359@example.com,premium,2022-09-26,US
CUST-00360,Customer 360,customer360@example.com,standard,2025-10-07,US
CUST-00361,Customer 361,customer361@example.com,standard,2025-08-14,CA
CUST-00362,Customer 362,customer362@example.com,standard,2023-09-07,US
CUST-00363,Customer 363,customer363@example.com,standard,2024-07-25,US
CUST-00364,Customer 364,customer364@example.com,standard,2023-10-10,US
CUST-00365,Customer 365,customer365@example.com,premium,2022-05-29,US
CUST-00366,Customer 366,customer366@example.com,standard,2022-01-20,US
CUST-00367,Customer 367,customer367@example.com,premium,2024-07-27,US
CUST-00368,Customer 368,customer368@example.com,premium,2025-06-26,CA
CUST-00369,Customer 369,customer369@example.com,standard,2025-02-27,US
CUST-00370,Customer 370,customer370@example.com,standard,2022-07-24,US
CUST-00371,Customer 371,customer371@example.com,standard,2022-05-31,CA
CUST-00372,Customer 372,customer372@example.com,standard,2025-01-06,US
CUST-00373,Customer 373,customer373@example.com,standard,2023-03-13,US
CUST-00374,Customer 374,customer374@example.com,standard,2024-11-02,US
CUST-00375,Customer 375,customer375@example.com,standard,2023-06-28,US
CUST-00376,Customer 376,customer376@example.com,standard,2022-09-29,US
CUST-00377,Customer 377,customer377@example.com,premium,2023-12-16,US
CUST-00378,Customer 378,customer378@example.com,standard,2022-05-21,US
CUST-00379,Customer 379,customer379@example.com,standard,2023-05-16,US
CUST-00380,Customer 380,customer380@example.com,standard,2024-01-27,US
CUST-00381,Customer 381,customer381@example.com,standard,2023-08-07,US
CUST-00382,Customer 382,customer382@example.com,standard,2022-11-20,US
CUST-00383,Customer 383,customer383@example.com,standard,2024-06-16,CA
CUST-00384,Customer 384,customer384@example.com,premium,2025-01-17,US
CUST-00385,Customer 385,customer385@example.com,standard,2025-12-11,US
CUST-00386,Customer 386,customer386@example.com,standard,2023-09-12,US
CUST-00387,Customer 387,customer387@example.com,standard,2025-06-06,US
CUST-00388,Customer 388,customer388@example.com,standard,2025-09-01,US
CUST-00389,Customer 389,customer389@example.com,standard,2024-12-19,CA
CUST-00390,Customer 390,customer390@example.com,standard,2022-01-17,US
CUST-00391,Customer 391,customer391@example.com,premium,2025-09-29,US
CUST-00392,Customer 392,customer392@example.com,standard,2025-02-09,US
CUST-00393,Customer 393,customer393@example.com,standard,2023-09-06,US
CUST-00394,Customer 394,customer394@example.com,standard,2025-09-20,US
CUST-00395,Customer 395,customer395@example.com,standard,2022-08-01,US
CUST-00396,Customer 396,customer396@example.com,premium,2022-10-03,US
CUST-00397,Customer 397,customer397@example.com,premium,2023-06-26,US
CUST-00398,Customer 398,customer398@example.com,standard,2022-08-25,US
CUST-00399,Customer 399,customer399@example.com,standard,2022-08-08,US
CUST-00400,Customer 400,customer400@example.com,standard,2025-02-07,US
CUST-00401,Customer 401,customer401@example.com,standard,2022-11-15,US
CUST-00402,Customer 402,customer402@example.com,premium,2023-07-12,US
CUST-00403,Customer 403,customer403@example.com,standard,2023-08-01,US
CUST-00404,Customer 404,customer404@example.com,premium,2025-05-23,US
CUST-00405,Customer 405,customer405@example.com,standard,2023-03-08,US
CUST-00406,Customer 406,customer406@example.com,premium,2023-12-04,US
CUST-00407,Customer 407,customer407@example.com,standard,2023-02-21,US
CUST-00408,Customer 408,customer408@example.com,standard,2025-11-08,US
CUST-00409,Customer 409,customer409@example.com,premium,2025-07-22,US
CUST-00410,Customer 410,customer410@example.com,standard,2023-06-25,US
CUST-00411,Customer 411,customer411@example.com,standard,2024-11-01,US
CUST-00412,Customer 412,customer412@example.com,premium,2024-09-27,US
CUST-00413,Customer 413,customer413@example.com,premium,2023-05-30,US
CUST-00414,Customer 414,customer414@example.com,standard,2022-04-15,US
CUST-00415,Customer 415,customer415@example.com,standard,2022-07-09,US
CUST-00416,Customer 416,customer416@example.com,standard,2025-07-23,CA
CUST-00417,Customer 417,customer417@example.com,standard,2024-05-17,US
CUST-00418,Customer 418,customer418@example.com,standard,2023-07-21,US
CUST-00419,Customer 419,customer419@example.com,standard,2022-04-01,US
CUST-00420,Customer 420,customer420@example.com,standard,2022-01-08,CA
CUST-00421,Customer 421,customer421@example.com,standard,2023-11-15,US
